CarID,CarLabel,Name,ModelPath
509,`rx7_rs_98`,Mazda RX-7 Type RS (FD) '98,0001/0025
510,`rx7_rz_00`,Mazda RX-7 Type RZ (FD) '00,0001/0024
511,`rx8_concept_01`,Mazda RX-8 Concept (Type-I) '01,0001/0038
512,`s15_specr_aero_99`,Nissan SILVIA spec-R AERO (S15) '99,0003/0056
513,`s2000_01`,Honda S2000 '01,0005/0053
514,`s2000_99`,Honda S2000 '99,0005/0047
515,`s2000_a_99`,Honda S2000 (US) '99,0005/0048
516,`s2000_e_99`,HONDA S2000 (EU) '99,0005/0049
517,`s2000_eu_01`,Honda S2000 (EU) '01,0005/0057
518,`s2000_lm_race_00`,Honda S2000 LM Race Car,0005/0046
519,`s2000_typev_00`,Honda S2000 Type V '00,0005/0050
520,`s2000_typev_01`,Honda S2000 Type V '01,0005/0056
521,`s2000_typev_eu_00`,HONDA S2000 Type V (EU) '00,0005/0052
522,`s2000_typev_eu_01`,HONDA S2000 Type V (EU) '01,0005/0055
523,`s2000_typev_us_01`,Honda S2000 Type V (US) '01,0005/0054
524,`s2000_us_01`,Honda S2000 (US) '01,0005/0058
526,`silvia_varietta_00`,Nissan SILVIA Varietta (S15) '00,0003/0058
527,`skyline_300gt_01`,Nissan SKYLINE Sedan 300GT '01,0003/0086
530,`solstice_dmv_02`,Pontiac Solstice Coupe Concept '02,0021/0004
531,`spoon_s2000_00`,Spoon S2000 '00,0072/0004
532,`storm_v12_race_99`,Lister Storm V12 Race Car '99,0066/0001
534,`supra_szr_97`,Toyota SUPRA SZ-R '97,0004/0055
535,`toms_chaser_00`,Tom's X540 CHASER '00,0073/0001
537,`vauxhall_astra_race_00`,Vauxhall Astra Super Touring Car '00,0058/0001
538,`vauxhall_calibra_race_94`,Vauxhall Calibra Super Touring Car '94,0058/0002
539,`vauxhall_corsa_comf_14_3dr_01`,Vauxhall Corsa Comfort 1.4 '01,0058/0003
540,`vauxhall_vx220_00`,Vauxhall VX220 '00,0058/0005
542,`xanavi_gtr_01`,Nissan XANAVI HIROTO GT-R '01,0003/0113
543,`xj220_gt_road_92`,Jaguar XJ220 '92,0008/0004
544,`xkr_coupe_99`,Jaguar XKR Coupe '99,0008/0005
545,`xsara_wrc_99`,Citroën Xsara Rally Car '99,0042/0006
546,`z32_r_2by2_tt_98`,Nissan Fairlady Z 300ZX Version R TwinTurbo 2by2 (Z32) '98,0003/0097
547,`z32_s_2seat_tt_98`,Nissan Fairlady Z 300ZX Version S TwinTurbo 2seater (Z32) '98,0003/0096
548,`zonda_c12_00`,Pagani Zonda C12 '00,0080/0003
549,`zonda_c12s_00`,Pagani Zonda C12S '00,0080/0004
550,`zz2_00`,Tommykaira ZZII '00,0045/0002
551,`zzs_00`,Tommykaira ZZ-S '00,0045/0001
552,`accent_wrc_01`,Hyundai Accent Rally Car '01,0083/0005
554,`hcd6_concept_01`,Hyundai HCD-6 '01,0083/0006
555,`tiburon_gt_v6_01`,Hyundai Tiburon GT '01,0083/0003
556,`tuscani_27_01`,Hyundai Tuscani '01,0083/0004
557,`_300zx_2by2_us_98`,Nissan 300ZX 2by2 (Z32) '98,0003/0098
558,`mx5_18i_eu_00`,"Mazda MX-5 1800 RS (NB, J) '00",0001/0062
559,`mx5_eu_98`,"Mazda MX-5 1.8 RS (NB, J) '98",0001/0060
560,`sl500_02`,Mercedes-Benz SL 500 (R230) '02,0053/0009
561,`tank_car_03`,Jay Leno Tank Car '03,0171/0001
563,`m3_gtr_str_03`,BMW M3 GTR '03,0007/0012
564,`buick_gnx_87`,Buick GNX '87,0094/0001
565,`c12_03`,Callaway C12 '03,0101/0001
566,`silverado_sst_02`,Chevrolet Silverado SST '02,0022/0017
567,`camaro_ss_69`,Chevrolet Camaro SS '69,0022/0014
568,`xsara_vtr_03`,Citroën Xsara VTR '03,0042/0004
570,`viper_srt10_03`,SRT Viper SRT10 '03,0051/0005
571,`eagle_talon_esi_97`,Eagle Talon Esi '97,0091/0001
572,`carlton_90`,Lotus Carlton '90,0009/0007
573,`elan_s1_62`,Lotus Elan S1 '62,0009/0008
574,`e55_amg_02`,Mercedes-Benz E 55 AMG '02,0053/0012
575,`_190e_evo2_91`,Mercedes-Benz 190 E 2.5 - 16 Evolution II '91,0053/0015
576,`cougar_xr7_67`,Mercury Cougar XR-7 '67,0063/0001
577,`tf160_03`,MG TF160 '03,0067/0001
578,`_205_t16_rally_85`,Peugeot 205 Turbo 16 Rally Car '85,0025/0007
579,`_205_t16_85`,Peugeot 205 Turbo 16 '85,0025/0006
580,`pontiac_gto_57_coupe_04`,Pontiac GTO 5.7 Coupe '04,0021/0005
581,`btr_86`,RUF BTR '86,0070/0001
582,`spitfire_1500_74`,Triumph Spitfire 1500 '74,0048/0001
583,`tamora_02`,TVR Tamora '02,0015/0007
584,`soarer_25gtt_97`,Toyota SOARER 2.5GT-T '97,0004/0057
585,`voltz_s_2wd_02`,Toyota VOLTZ S '02,0004/0050
586,`runx_z_aero_tourer_02`,Toyota COROLLA RUNX Z AEROTOURER '02,0004/0053
587,`wedssport_celica_03`,Toyota WEDSSPORT CELICA '03,0004/0045
589,`pajero_evo_sp_03`,Mitsubishi PAJERO    Evolution Rally Raid Car '03,0012/0054
590,`_166_25v6_24v_s_98`,Alfa Romeo 166 2.5 V6 24V Sportronic '98,0010/0011
591,`c3_16_02`,Citroën C3 1.6 '02,0042/0002
592,`copen_detachabletop_02`,Daihatsu Copen Detachable Top '02,0011/0016
593,`civic_1500_25i_3d_83`,Honda CIVIC 1500 3door 25i '83,0005/0043
594,`life_step_van_72`,Honda LIFE STEP VAN '72,0005/0063
595,`element_03`,Honda ELEMENT '03,0005/0062
596,`beat_f_92`,Honda BEAT Version F '92,0005/0069
597,`beat_z_93`,Honda BEAT Version Z '93,0005/0070
598,`e_type_coupe_61`,Jaguar E-TYPE Coupe '61,0008/0006
599,`rx8_typee_03`,Mazda RX-8 Type E '03,0001/0028
601,`ctr_87`,"RUF CTR ""Yellow Bird"" '87",0070/0005
602,`lapin_turbo_4wd_02`,Suzuki ALTO LAPIN Turbo '02,0006/0009
603,`caldina_gt_four_02`,Toyota CALDINA GT-FOUR '02,0004/0054
605,`lupo_14_02`,Volkswagen Lupo1.4 '02,0037/0013
606,`s60_t5_sport_03`,Volvo S60 T-5 Sport '03,0055/0001
607,`_200sx_180_eu_96`,Nissan 200SX '96,0003/0104
608,`_240sx_180_us_96`,Nissan 240SX '96,0003/0103
609,`_206_wrc_exxon_99`,Peugeot 206 Rally Car '99,0025/0012
615,`lutecia_sport_v6_01`,Renault Sport Lutecia V6 24V '01,0044/0013
616,`lutecia_sport_race_00`,Renault Sport Lutecia R.S. Trophy V6 24V '00,0044/0011
617,`lutecia_renaultsport_20_02`,Renault Sport Lutecia R.S. 2.0 16V '02,0044/0010
619,`protege_sport20_02`,Mazda Protegé '02,0001/0036
620,`acura_hsc_04`,Acura HSC '04,0040/0013
623,`mazda_323f_r_93`,Mazda 323F '93,0001/0084
624,`cuore_tr_xx_avar_97`,Daihatsu Cuore TR-XX Avanzato R (J) '97,0011/0008
628,`vauxhall_vectra_32v6_jp_03`,Vauxhall Vectra 3.2 V6 '03,0058/0007
629,`vauxhall_tigra_16i_99`,Vauxhall Tigra 1.6i '99,0058/0004
630,`miata_us_89`,Mazda MX-5 Miata (NA) '89,0001/0039
631,`miata_j_lim_91`,"Mazda MX-5 Miata J-Limited (NA, J) '91",0001/0043
632,`mx5_j_lim_91`,"Mazda MX-5 J-Limited (NA, J) '91",0001/0042
635,`miata_j_lim2_93`,"Mazda MX-5 Miata J-Limited II (NA, J) '93",0001/0045
636,`mx5_j_lim2_93`,"Mazda MX-5 J-Limited II (NA, J) '93",0001/0044
639,`miata_sr_lim_97`,"Mazda MX-5 Miata SR-Limited (NA, J) '97",0001/0051
640,`mx5_sr_lim_97`,"Mazda MX-5 SR-Limited (NA, J) '97",0001/0050
641,`miata_18rs_98`,"Mazda MX-5 Miata 1.8 RS (NB, J) '98",0001/0061
642,`miata_rs_00`,"Mazda MX-5 Miata 1800 RS (NB, J) '00",0001/0063
643,`_200sx_silvia_eu_96`,Nissan 200SX (S14) '96,0003/0030
644,`_240sx_silvia_us_96`,Nissan 240SX (S14) '96,0003/0108
645,`s2000_typev_us_00`,Honda S2000 Type V (US) '00,0005/0051
648,`sirion_x4_98`,Daihatsu SIRION X4 (J) '00,0011/0015
650,`_110s_68`,Mazda 110S (L10B) '68,0001/0059
651,`giulia_sprint_s_63`,Alfa Romeo Giulia Sprint Speciale '63,0010/0010
652,`quattro_82`,Audi quattro '82,0057/0011
653,`m3_04`,BMW M3 '04,0007/0010
654,`m_coupe_98`,BMW M Coupé '98,0007/0008
655,`z4_30i_03`,BMW Z4 '03,0007/0021
657,`charger_440_rt_70`,Dodge Charger 440 R/T '70,0051/0007
658,`mustang_gt_05`,Ford Mustang GT '05,0002/0011
660,`gathers_civic_98`,Honda Gathers Drider CIVIC '98,0005/0041
661,`s800_rsc_68`,Honda S800 RSC '68,0005/0068
662,`interceptor_mk3_74`,Jensen Interceptor MkIII '74,0031/0001
663,`mini_marcos_gt_70`,Mini Marcos GT '70,0047/0001
664,`mgf_vvc_97`,MGF '97,0067/0002
665,`roadrunner_superbird_70`,Plymouth Superbird '70,0026/0002
666,`megane_20_16v_02`,Renault Mégane 2.0 16V '03,0044/0008
668,`atenza_sport_23z_03`,Mazda Atenza Sports 23Z '03,0001/0019
669,`acura_cl_types_03`,Acura CL 3.2 Type-S '03,0040/0009
670,`acura_rsx_s_04`,Acura RSX Type-S '04,0040/0012
671,`spider_duetto_66`,Alfa Romeo Spider 1600 Duetto '66,0010/0008
672,`a310_1600ve_73`,Alpine A310 1600VE '73,0023/0002
674,`_330i_05`,BMW 330i '05,0007/0013
676,`camaro_irocz_88`,Chevrolet Camaro IROC-Z Concept '88,0022/0015
678,`move_custom_rs_lim_4wd_02`,Daihatsu MOVE Custom RS Limited '02,0011/0007
679,`charger_superbee_426_hemi_71`,Dodge Charger Super Bee 426 Hemi '71,0051/0006
680,`rs200_84`,Ford RS200 '84,0086/0003
681,`rs200_rally_85`,Ford RS200 Rally Car '85,0086/0004
682,`civic_1500_cx_3d_79`,Honda CIVIC 1500 3door CX '79,0005/0089
683,`mugen_motul_civic_87`,Honda MUGEN MOTUL CIVIC Si '87,0005/0042
684,`civic_sir2_91`,Honda CIVIC SiR-II (EG) '91,0005/0002
685,`civic_sir2_92`,Honda CIVIC SiR-II (EG) '92,0005/0071
686,`civic_sir2_95`,Honda CIVIC SiR-II (EG) '95,0005/0032
687,`delsol_sir_92`,Honda CR-X del Sol SiR '92,0005/0003
688,`integra_r_95`,Honda INTEGRA TYPE R (DC2) '95,0005/0065
689,`integra_r_99`,Honda INTEGRA TYPE R (DC2) '99,0005/0081
690,`s2000_typev_03`,Honda S2000 Type V '03,0005/0086
691,`s500_63`,Honda S500 '63,0005/0066
692,`s600_64`,Honda S600 '64,0005/0067
693,`bellett_1600_gtr_69`,Isuzu Bellett 1600 GT-R '69,0018/0003
694,`az1_92`,Mazda Autozam AZ-1 '92,0001/0103
695,`roadster_sspl1_95`,Mazda Eunos Roadster S-Special Type I (NA) '95,0001/0030
696,`rx8_03`,Mazda RX-8 '03,0001/0029
697,`rx7_gt_lim_85`,Mazda SAVANNA RX-7 GT-Limited (FC) '85,0001/0026
698,`galant_vr4_89`,Mitsubishi GALANT    2.0 DOHC Turbo VR-4 '89,0012/0055
699,`galant_gto_mr_70`,Mitsubishi GALANT    GTO MR '70,0012/0044
700,`lancer_ex_1800gsr_ic_turbo_83`,Mitsubishi Lancer    EX 1800GSR IC Turbo '83,0012/0043
702,`lancer_evo8_rs_03`,Mitsubishi Lancer Evolution VIII    RS '03,0012/0045
703,`minica_dungun_zz_89`,Mitsubishi MINICA    DANGAN ZZ '89,0012/0023
704,`mirage_1400glx_78`,Mitsubishi MIRAGE    1400GLX '78,0012/0039
705,`pajero_parisdakar_rally_85`,Mitsubishi PAJERO    Rally Raid Car '85,0012/0038
706,`fairlady_2000_68`,Nissan Fairlady 2000 (SR311) '68,0003/0055
707,`fairlady_z_280zl_2s_78`,Nissan Fairlady Z 280Z-L 2seater (S130) '78,0003/0059
708,`fairlady_z_300zx_83`,Nissan Fairlady Z 300ZX (Z31) '83,0003/0093
709,`z32_300zx_2seat_tt_89`,Nissan Fairlady Z 300ZX TwinTurbo 2seater (Z32) '89,0003/0153
710,`motul_pitwork_z_04`,Nissan MOTUL PITWORK Z '04,0003/0100
711,`pao_89`,Nissan PAO '89,0003/0066
712,`silvia_65`,Nissan SILVIA (CSP311) '65,0003/0065
713,`silvia_240rs_83`,Nissan SILVIA 240RS (S110) '83,0003/0064
714,`skyline_1500dx_63`,Nissan SKYLINE 1500Deluxe (S50D-1) '63,0003/0061
715,`skyline_350gt8_02`,Nissan SKYLINE Sedan 350GT-8 '02,0003/0087
716,`r34_skyline_gtr_99`,Nissan SKYLINE GT-R (R34) '99,0003/0045
717,`r34_skyline_gtr_00`,Nissan SKYLINE GT-R (R34) '00,0003/0050
719,`r34_skyline_gtr_sc_mp2_99`,Nissan SKYLINE GT-R Special Color Midnight Purple II (R34) '99,0003/0048
720,`r34_skyline_gtr_sc_mp3_00`,Nissan SKYLINE GT-R Special Color Midnight Purple III (R34) '00,0003/0049
721,`r33_skyline_gtr_v_95`,Nissan SKYLINE GT-R V·spec (R33) '95,0003/0070
722,`r33_skyline_gtr_v_96`,Nissan SKYLINE GT-R V·spec (R33) '96,0003/0073
723,`r34_skyline_v2_n1_00`,Nissan SKYLINE GT-R V·spec II N1 (R34) '00,0003/0052
724,`r34_skyline_gtr_v_n1_99`,Nissan SKYLINE GT-R V·spec N1 (R34) '99,0003/0047
725,`skyline_sport_coupe_60`,Nissan SKYLINE Sport Coupe (BLRA-3) '62,0003/0060
726,`stagea_25t_rs_fours_98`,Nissan STAGEA 25t RS FOUR S '98,0003/0090
727,`stagea_260rs_autech_98`,Nissan STAGEA 260RS AutechVersion '98,0003/0091
729,`avantime_30_v6_bvm6_02`,Renault Avantime '02,0044/0004
731,`gt350_r_65`,Shelby GT350R '65,0071/0002
732,`series1_sc_03`,Shelby Series One Super Charged '03,0071/0003
733,`impreza_wrx_sti2_95`,Subaru IMPREZA Sedan WRX STi Version II '95,0020/0024
734,`impreza_wrx_sti3_96`,Subaru IMPREZA Sedan WRX STi Version III '96,0020/0025
735,`impreza_wrx_sti4_97`,Subaru IMPREZA Sedan WRX STi Version IV '97,0020/0026
736,`impreza_wrx_sti5_98`,Subaru IMPREZA Sedan WRX STi Version V '98,0020/0027
737,`wagon_r_rr_98`,Suzuki WAGON R RR '98,0006/0010
738,`minolta_toyota_88cv_89`,Toyota MINOLTA Toyota 88C-V '89,0004/0046
739,`starlet_granza_v_97`,Toyota STARLET Glanza V '97,0004/0048
740,`toyota7_70`,Toyota 7 '70,0004/0047
741,`vitz_f_99`,Toyota Vitz F '99,0004/0074
742,`_240_glt_estate_88`,Volvo 240 GLT Estate '88,0055/0002
744,`gt_one_race_exxon_99`,Toyota GT-One (TS020) '99,0004/0063
747,`yaris_euro_00`,Toyota Yaris U Euro Sport Edition (J) '00,0004/0068
748,`yaris_f_99`,Toyota Yaris F (J) '99,0004/0075
749,`acura_dnx_02`,Acura DN-X '02,0040/0008
750,`acura_integra_typer_01`,Acura INTEGRA TYPE R '01,0040/0002
752,`prowler_02`,Chrysler Prowler '02,0041/0001
754,`xantia_30i_v6_exclusive_00`,Citroën Xantia 3.0i V6 Exclusive '00,0042/0003
755,`move_cx_2wd_95`,Daihatsu MOVE CX '95,0011/0006
756,`viper_gts_99`,SRT Viper GTS '99,0051/0002
757,`escort_wrc_98`,Ford Escort Rally Car '98,0086/0002
758,`crx_sir_90`,Honda CR-X SiR '90,0005/0008
759,`dualnote_tmv_01`,Honda DUALNOTE '01,0005/0034
760,`xj220_gt_race_92`,Jaguar XJ220 LM Race Car,0008/0003
761,`delta_hf_integrale_wrc_92`,Lancia DELTA HF Integrale Rally Car '92,0043/0002
762,`elise_190_98`,Lotus Elise Sport 190 '98,0009/0003
764,`motersport_elise_99`,Lotus Motor Sport Elise '99,0009/0005
765,`legnum_vr4_v_98`,Mitsubishi LEGNUM    VR-4 Type V '98,0012/0016
766,`nismo400r_96`,NISMO 400R '96,0061/0002
767,`bluebird_ht_1800sss_79`,Nissan BLUEBIRD Hardtop 1800SSS (910) '79,0003/0092
768,`bluebird_1600sss_rally_69`,Nissan BLUEBIRD Rally Car (510) '69,0003/0013
769,`exa_canopy_las_88`,Nissan EXA CANOPY L.A.Version Type S '88,0003/0042
770,`r34_gtr_v_gtcolor_01`,Nissan GRAN TURISMO SKYLINE GT-R '01,0003/0029
771,`march_12c_5d_03`,Nissan March 12c 5door '03,0003/0025
772,`micra_12c_5d_03`,Nissan MICRA '03,0003/0033
773,`r32_gtr_v2_94`,Nissan SKYLINE GT-R V·spec II (R32) '94,0003/0156
774,`_106_s16_03`,Peugeot 106 S16 '03,0025/0005
775,`_406_coupe_30_98`,Peugeot 406 Coupé 3.0 V6 '98,0025/0004
777,`ctr2_96`,RUF CTR2 '96,0070/0002
778,`impreza_wg_sti_00`,Subaru IMPREZA Sport Wagon STi (Type-I) '00,0020/0021
779,`cappuccino_91`,Suzuki Cappuccino (EA11R) '91,0006/0022
780,`celica_gt_four_98`,Toyota CELICA GT-FOUR (ST205) '98,0004/0003
781,`celica_wrc_95`,Toyota CELICA GT-FOUR Rally Car (ST205) '95,0004/0084
782,`corolla_wrc_98`,Toyota COROLLA Rally Car '98,0004/0036
783,`mr2_glimited_97`,Toyota MR2 G-Limited '97,0004/0069
784,`supra_25gt_ttr_90`,Toyota SUPRA 2.5GT Twin Turbo R '90,0004/0002
785,`griffith_500_94`,TVR Griffith 500 '94,0015/0003
786,`karmann_ghia_type1_1500_68`,Volkswagen Karmann Ghia Coupe (Type-1) '68,0037/0002
788,`polo_gti_5d_01`,Volkswagen Polo GTI '01,0037/0010
789,`roadster_vr_lim_95`,Mazda Eunos Roadster VR-Limited (NA) '95,0001/0034
790,`roadster_vspl2_93`,Mazda Eunos Roadster V-Special Type II (NA) '93,0001/0033
791,`miata_vr_lim_95`,"Mazda MX-5 Miata VR-Limited (NA, J) '95",0001/0049
792,`miata_vspl2_93`,"Mazda MX-5 Miata V-Special Type II (NA, J) '93",0001/0047
793,`mx5_vr_lim_95`,"Mazda MX-5 VR-Limited (NA, J) '95",0001/0048
794,`mx5_vspl2_93`,"Mazda MX-5 V-Special Type II (NA, J) '93",0001/0046
795,`a160_98`,Mercedes-Benz A 160 Avantgarde '98,0053/0010
796,`slk230_komp_98`,Mercedes-Benz SLK 230 Kompressor '98,0053/0011
797,`impreza_wrx_sti6_99`,Subaru IMPREZA Sedan WRX STi Version VI '99,0020/0005
798,`vanquish_04`,Aston Martin Vanquish '04,0062/0004
799,`lancer_evo8_mr_gsr_04`,Mitsubishi Lancer Evolution VIII MR    GSR '04,0012/0046
800,`ginetta_g4_64`,Ginetta G4 '64,0046/0001
801,`s2000_us_04`,Honda S2000 (US) '04,0005/0085
802,`megane_20_ide_00`,Renault Mégane 2.0 IDE Coupé '00,0044/0007
803,`mini_cooper_13i_98`,Mini Cooper 1.3i '98,0038/0001
804,`corvette_z06_race_63`,Chevrolet Corvette Z06 (C2) Race Car '63,0022/0012
805,`_156_25v6_98`,Alfa Romeo 156 2.5 V6 24V '98,0010/0006
806,`v8_vantage_99`,Aston Martin V8 Vantage '99,0062/0002
807,`s4_98`,Audi S4 '98,0057/0010
808,`escudo_pikespeak_98`,Suzuki V6 ESCUDO Pikes Peak Special '98,0006/0005
809,`carina_ed_20x_4ws_89`,Toyota CARINA ED 2.0 X 4WS '89,0004/0011
810,`trueno_gt_apex_83`,Toyota SPRINTER TRUENO GT-APEX (AE86) '83,0004/0005
811,`celica_gtr_4ws_91`,"Toyota CELICA GT-R (ST183, 4WS) '91",0004/0049
812,`m3_csl_03`,BMW M3 CSL '03,0007/0011
813,`_307_xsi_04`,Peugeot 307 XSi '04,0025/0008
814,`v8s_91`,TVR V8S '91,0015/0004
815,`sl500_98`,Mercedes-Benz SL 500 (R129) '98,0053/0016
816,`atenza_sd_mps_05`,Mazdaspeed Atenza '05,0001/0052
817,`buick_special_62`,Buick Special,0094/0002
819,`move_srxx_4wd_97`,Daihatsu MOVE SR-XX 4WD '97,0011/0010
820,`hks_d1_silvia_04`,HKS GENKI HYPER SILVIA RS2 '04,0065/0001
821,`civic_r_97`,Honda CIVIC TYPE R (EK) '97,0005/0102
822,`civic_r_04`,Honda CIVIC TYPE R (EP) '04,0005/0084
823,`nsx_90`,Honda NSX '90,0005/0073
824,`nsx_01`,Honda NSX '01,0005/0087
825,`nsx_s_97`,Honda NSX Type S '97,0005/0078
826,`nsx_s_01`,Honda NSX Type S '01,0005/0088
827,`nsx_s_zero_99`,Honda NSX Type S Zero '99,0005/0080
828,`prelude_s_98`,Honda PRELUDE Type S '98,0005/0045
829,`delta_hf_integrale_evo_91`,Lancia DELTA HF Integrale Evoluzione '91,0043/0006
830,`elise_111r_04`,Lotus Elise 111R '04,0009/0019
831,`esprit_v8_gt_98`,Lotus Esprit V8 GT '98,0009/0013
832,`cosmo_sport_67`,Mazda Cosmo Sport (L10A) '67,0001/0037
833,`sl600_04`,Mercedes-Benz SL 600 (R230) '04,0053/0013
834,`sl65_amg_04`,Mercedes-Benz SL 65 AMG (R230) '04,0053/0014
835,`s14_silvia_ks_aero_93`,Nissan SILVIA K's AERO (S14) '93,0003/0106
836,`kpgc110_skyline_gtr_73`,Nissan SKYLINE 2000GT-R (KPGC110) '73,0003/0109
837,`kpgc10_skyline_gtr_70`,Nissan SKYLINE Hard Top 2000GT-R (KPGC10) '70,0003/0068
838,`_106_rally_03`,Peugeot 106 Rallye '03,0025/0009
839,`spoon_integra_r_99`,Spoon INTEGRA TYPE R (DC2) '99,0072/0005
840,`mr_wagon_sport_04`,Suzuki MR Wagon Sport '04,0006/0006
841,`celica_2000gt_four_86`,Toyota CELICA 2000GT-FOUR (ST165) '86,0004/0064
842,`mr2_1600_g_86`,Toyota MR2 1600 G '86,0004/0058
843,`supra_30gt_turbo_a_88`,Toyota SUPRA 3.0GT Turbo A '88,0004/0077
844,`integra_r_03`,Honda INTEGRA TYPE R (DC5) '03,0005/0036
851,`_110s_67`,Mazda 110S (L10A) '67,0001/0058
853,`vertigo_race_04`,Gillet Vertigo Race Car '04,0079/0001
854,`s4_03`,Audi S4 '03,0057/0009
855,`infiniti_g35_coupe_03`,Infiniti G35 COUPE '03,0085/0002
856,`bora_v6_4m_01`,Volkswagen Bora V6 4MOTION '01,0037/0009
857,`fairlady_z_s_02`,Nissan Fairlady Z Version S (Z33) '02,0003/0043
858,`mazda6_sport_23z_03`,Mazda6 5-door '03,0001/0055
859,`r34_skyline_gtr_m_nur_02`,Nissan SKYLINE GT-R M·spec Nür (R34) '02,0003/0054
860,`acura_cl_types_01`,Acura CL 3.2 Type-S '01,0040/0001
861,`miata_sspl1_95`,"Mazda MX-5 Miata S-Special Type I (NA, J) '95",0001/0041
862,`mx5_sspl1_95`,"Mazda MX-5 S-Special Type I (NA, J) '95",0001/0040
863,`blitz_r34_d1_04`,BLITZ ER34 D1 SPEC '04,0182/0001
864,`_300zx_2seat_us_89`,Nissan 300ZX 2seater (Z32) '89,0003/0095
865,`m5_05`,BMW M5 '05,0007/0014
866,`prelude_sir_s_98`,Honda PRELUDE SiR S spec '98,0005/0044
868,`fairlady_z_aero_02`,NISMO Fairlady Z S-tune concept by GRANTURISMO (Z33) '02,0061/0007
869,`hommell_rs_berlinetta_99`,Hommell Berlinette R/S Coupe '99,0133/0001
873,`infiniti_g20_20te_90`,Infiniti G20 '90,0085/0004
875,`_500_l_69`,Fiat 500 L '69,0024/0006
876,`_500_r_72`,Fiat 500 R '72,0024/0007
877,`a4_dtm_04`,Audi A4 Touring Car '04,0057/0012
879,`amemiya_aspara_rx7_04`,RE Amemiya ASPARADRINK RX7 '04,0013/0001
880,`elise_111s_03`,Lotus Elise 111S '03,0009/0011
881,`fairlady_z_st_02`,Nissan Fairlady Z Version ST (Z33 Option Wheel) '02,0003/0063
882,`fto_gpr_99`,Mitsubishi FTO    GP Version R '99,0012/0034
883,`fto_gpx_94`,Mitsubishi FTO    GPX '94,0012/0030
884,`fto_gpx_97`,Mitsubishi FTO    GPX '97,0012/0032
885,`fto_gpx_99`,Mitsubishi FTO    GPX '99,0012/0035
886,`fto_gr_94`,Mitsubishi FTO    GR '94,0012/0031
887,`fto_gr_97`,Mitsubishi FTO    GR '97,0012/0033
888,`gto_sr_95`,Mitsubishi GTO    SR '95,0012/0047
889,`gto_sr_96`,Mitsubishi GTO    SR '96,0012/0048
890,`gto_sr_98`,Mitsubishi GTO    SR '98,0012/0051
891,`gto_tt_96`,Mitsubishi GTO    Twin Turbo '96,0012/0049
892,`gto_tt_mr_95`,Mitsubishi GTO    Twin Turbo MR '95,0012/0050
893,`gto_tt_mr_98`,Mitsubishi GTO    Twin Turbo MR '98,0012/0053
894,`lancer_1600gsr_rally_74`,Mitsubishi Lancer    1600 GSR Rally Car '74,0012/0029
895,`lemans_quattro_03`,Audi Le Mans quattro '03,0057/0013
896,`monaro_cv8_04`,Holden Monaro CV8 '04,0158/0001
897,`move_srxx_2wd_97`,Daihatsu MOVE SR-XX 2WD '97,0011/0009
898,`mrs_vedition_02`,Toyota MR-S V Edition (6MT) '02,0004/0052
899,`nsx_93`,Honda NSX '93,0005/0074
900,`nsx_95`,Honda NSX '95,0005/0075
901,`nsx_97`,Honda NSX '97,0005/0076
902,`nsx_99`,Honda NSX '99,0005/0077
903,`nsx_s_99`,Honda NSX Type S '99,0005/0079
904,`opel_speedster_turbo_00`,Opel Speedster Turbo '00,0039/0007
905,`opera_s2000_04`,Opera Performance S2000 '04,0186/0001
906,`r32_skyline_gtr_89`,Nissan SKYLINE GT-R (R32) '89,0003/0077
907,`r32_skyline_gtr_91`,Nissan SKYLINE GT-R (R32) '91,0003/0078
908,`r32_skyline_gtr_n1_91`,Nissan SKYLINE GT-R N1 (R32) '91,0003/0079
909,`r32_skyline_gtr_v_93`,Nissan SKYLINE GT-R V·spec (R32) '93,0003/0080
910,`r32_skyline_gtr_v_n1_93`,Nissan SKYLINE GT-R V·spec N1 (R32) '93,0003/0081
911,`r32_skyline_gts25_s_91`,Nissan SKYLINE GTS25 Type S (R32) '91,0003/0084
912,`r32_skyline_gtst_m_89`,Nissan SKYLINE GTS-t Type M (R32) '89,0003/0083
913,`r33_skyline_gtr_95`,Nissan SKYLINE GT-R (R33) '95,0003/0069
914,`r33_skyline_gtr_96`,Nissan SKYLINE GT-R (R33) '96,0003/0072
915,`r33_skyline_gtr_97`,Nissan SKYLINE GT-R (R33) '97,0003/0075
916,`r33_skyline_gtr_n1_95`,Nissan SKYLINE GT-R N1 (R33) '95,0003/0071
917,`r33_skyline_gtr_v_lm_96`,Nissan SKYLINE GT-R V·spec LM Limited (R33) '96,0003/0074
918,`rx7_rs_00`,Mazda RX-7 Type RS (FD) '00,0001/0027
919,`s13_silvia_qs_88`,Nissan SILVIA Q's (S13) '88,0003/0101
920,`s13_silvia_qs_91`,Nissan SILVIA Q's (S13) '91,0003/0102
921,`s14_silvia_qs_aero_93`,Nissan SILVIA Q's AERO (S14) '93,0003/0105
922,`s14_silvia_qs_aero_96`,Nissan SILVIA Q's AERO (S14) '96,0003/0107
923,`s15_silvia_specs_aero_99`,Nissan SILVIA spec-S AERO (S15) '99,0003/0057
924,`skyline_2000gtb_67`,Nissan SKYLINE 2000GT-B (S54B) '67,0003/0062
925,`sl600_98`,Mercedes-Benz SL 600 (R129) '98,0053/0017
